epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
33,534.126,0.59309,0.54809,0.85156,0.90054,0.90624,0.96742,0.83067,0.58727,0.45634,0.86421,8.732e-05,8.732e-05,8.732e-05
34,550.087,0.58763,0.52431,0.84504,0.8987,0.90249,0.9522,0.8228,0.58436,0.43876,0.86675,8.42675e-05,8.42675e-05,8.42675e-05
35,565.717,0.58009,0.5191,0.84789,0.83346,0.95873,0.96083,0.81959,0.59802,0.4397,0.87357,8.1215e-05,8.1215e-05,8.1215e-05
36,581.259,0.58537,0.52008,0.85139,0.87246,0.94963,0.96341,0.82725,0.59161,0.43117,0.86815,7.81625e-05,7.81625e-05,7.81625e-05
37,596.79,0.57927,0.51544,0.84698,0.88647,0.94355,0.97575,0.83543,0.59836,0.43358,0.87035,7.511e-05,7.511e-05,7.511e-05
38,613.151,0.58073,0.51944,0.85049,0.94101,0.92313,0.98124,0.84016,0.57809,0.4134,0.86301,7.20575e-05,7.20575e-05,7.20575e-05
39,628.888,0.58815,0.50886,0.84849,0.90756,0.92276,0.97458,0.83451,0.57732,0.41996,0.86219,6.9005e-05,6.9005e-05,6.9005e-05
40,644.832,0.58386,0.5113,0.85198,0.92951,0.90834,0.95997,0.8257,0.58279,0.41632,0.86446,6.59525e-05,6.59525e-05,6.59525e-05
41,660.587,0.58435,0.51245,0.84793,0.93995,0.91501,0.96311,0.82834,0.59059,0.41175,0.86566,6.29e-05,6.29e-05,6.29e-05
42,677.029,0.56657,0.48291,0.83903,0.92867,0.93026,0.97888,0.83972,0.58362,0.40771,0.86626,5.98475e-05,5.98475e-05,5.98475e-05
43,693.587,0.56836,0.48528,0.85002,0.89631,0.93056,0.97071,0.82827,0.60008,0.41443,0.87801,5.6795e-05,5.6795e-05,5.6795e-05
44,709.221,0.56685,0.48219,0.84613,0.93003,0.92006,0.98157,0.83709,0.59597,0.40282,0.87323,5.37425e-05,5.37425e-05,5.37425e-05
45,724.832,0.55885,0.46941,0.84293,0.92527,0.92594,0.97901,0.84049,0.57754,0.39709,0.86372,5.069e-05,5.069e-05,5.069e-05
46,741.052,0.56722,0.4729,0.84166,0.92941,0.92252,0.97777,0.83647,0.5793,0.39542,0.8652,4.76375e-05,4.76375e-05,4.76375e-05
47,757.689,0.56807,0.49093,0.84636,0.88768,0.96711,0.97987,0.84094,0.58049,0.39493,0.86335,4.4585e-05,4.4585e-05,4.4585e-05
48,773.382,0.54713,0.45909,0.84022,0.94476,0.91924,0.96558,0.82957,0.58462,0.40107,0.86774,4.15325e-05,4.15325e-05,4.15325e-05
49,789.091,0.55781,0.45835,0.84153,0.94192,0.92588,0.96842,0.83023,0.58751,0.39704,0.8748,3.848e-05,3.848e-05,3.848e-05
50,804.984,0.55025,0.4654,0.83644,0.93059,0.93623,0.96285,0.83028,0.58414,0.39422,0.87006,3.54275e-05,3.54275e-05,3.54275e-05
51,822.389,0.53773,0.39666,0.83836,0.94342,0.91731,0.96537,0.82907,0.57863,0.40293,0.86524,3.2375e-05,3.2375e-05,3.2375e-05
52,837.786,0.5354,0.38673,0.84575,0.94069,0.92514,0.97203,0.83509,0.57788,0.39365,0.86471,2.93225e-05,2.93225e-05,2.93225e-05
53,853.011,0.52367,0.37572,0.83651,0.93867,0.93103,0.982,0.83916,0.58347,0.38845,0.86702,2.627e-05,2.627e-05,2.627e-05
54,868.27,0.51794,0.36625,0.83188,0.92747,0.93625,0.9716,0.83425,0.57301,0.38514,0.86133,2.32175e-05,2.32175e-05,2.32175e-05
55,884.14,0.51627,0.36588,0.83564,0.93714,0.94281,0.98435,0.84298,0.58355,0.37322,0.86891,2.0165e-05,2.0165e-05,2.0165e-05
56,899.484,0.51262,0.36443,0.82966,0.94511,0.93449,0.98492,0.84119,0.58581,0.37405,0.87442,1.71125e-05,1.71125e-05,1.71125e-05
57,914.668,0.50904,0.35433,0.83414,0.93704,0.94388,0.98534,0.8461,0.57632,0.37242,0.86484,1.406e-05,1.406e-05,1.406e-05
58,930.158,0.51349,0.35625,0.8305,0.93633,0.94145,0.98437,0.84434,0.57552,0.37431,0.86278,1.10075e-05,1.10075e-05,1.10075e-05
59,946.371,0.5088,0.35218,0.83311,0.9381,0.94172,0.97412,0.84056,0.57648,0.37297,0.8635,7.955e-06,7.955e-06,7.955e-06
60,962.2,0.5049,0.35482,0.82931,0.93498,0.94444,0.97464,0.84002,0.57693,0.37127,0.86393,4.9025e-06,4.9025e-06,4.9025e-06
