epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
51,795.577,0.52925,0.40286,0.83768,0.89771,0.96917,0.98005,0.84556,0.60119,0.38764,0.83557,3.2375e-05,3.2375e-05,3.2375e-05
52,810.57,0.51811,0.38435,0.83806,0.92661,0.92788,0.98049,0.8449,0.60093,0.38959,0.83531,2.93225e-05,2.93225e-05,2.93225e-05
53,825.378,0.5124,0.36964,0.83213,0.95312,0.92626,0.96744,0.83647,0.60204,0.38462,0.83636,2.627e-05,2.627e-05,2.627e-05
54,840.239,0.51181,0.3671,0.83366,0.94708,0.9272,0.96974,0.83895,0.60068,0.38506,0.83536,2.32175e-05,2.32175e-05,2.32175e-05
55,855.088,0.50735,0.36107,0.83256,0.94034,0.9322,0.9607,0.83043,0.59472,0.38067,0.83344,2.0165e-05,2.0165e-05,2.0165e-05
56,870.009,0.50022,0.35589,0.82871,0.94908,0.92919,0.98295,0.85126,0.59749,0.37707,0.83422,1.71125e-05,1.71125e-05,1.71125e-05
57,886.49,0.50191,0.35027,0.82942,0.93756,0.93486,0.97292,0.84226,0.5955,0.37724,0.83294,1.406e-05,1.406e-05,1.406e-05
58,901.329,0.50094,0.35549,0.8329,0.94953,0.93185,0.97264,0.84133,0.59691,0.37616,0.83312,1.10075e-05,1.10075e-05,1.10075e-05
59,916.258,0.50109,0.34786,0.83285,0.95599,0.92585,0.97267,0.8396,0.59556,0.37564,0.83259,7.955e-06,7.955e-06,7.955e-06
60,931.166,0.49694,0.35251,0.82539,0.9588,0.92774,0.97223,0.84261,0.59493,0.3744,0.83245,4.9025e-06,4.9025e-06,4.9025e-06
